location,elevation,slope,soil_type,date,flood_severity,drought_severity,temp_max,temp_min,precipitation,soil_moisture,Watershed,river_flow,groundwater_level,reservoir_level
Yagoua,330,3,silty,2017-01-27,0,1,37.0,19.0,0.0,10.35,1,35,0,42.0
Yagoua,330,3,silty,2017-01-26,0,1,37.0,19.0,0.0,10.35,1,36,0,42.0
Yagoua,330,3,silty,2017-01-25,0,1,37.0,19.0,0.0,12.14,1,36,0,42.0
Yagoua,330,3,silty,2017-01-24,0,1,33.0,19.0,0.0,12.14,1,36,0,42.0
Yagoua,330,3,silty,2017-01-23,0,1,33.0,19.0,0.0,12.14,1,36,0,42.0
Yagoua,330,3,silty,2017-01-22,0,1,33.0,19.0,0.0,12.14,1,36,0,42.0
Yagoua,330,3,silty,2017-01-21,0,1,33.0,19.0,0.0,12.14,1,37,0,42.0
Yagoua,330,3,silty,2017-01-20,0,1,33.0,19.0,0.0,12.14,1,37,0,42.0
Yagoua,330,3,silty,2017-01-19,0,1,33.0,19.0,0.0,12.14,1,38,0,42.0
Yagoua,330,3,silty,2017-01-18,0,1,33.0,19.0,0.0,12.14,1,38,0,44.5
Yagoua,330,3,silty,2017-01-17,0,1,33.0,19.0,0.0,12.14,1,39,0,44.5
Yagoua,330,3,silty,2017-01-16,0,1,33.0,19.0,0.0,12.14,1,39,0,44.5
Yagoua,330,3,silty,2017-01-15,0,1,33.0,19.0,0.0,12.14,1,40,0,44.5
Yagoua,330,3,silty,2017-01-14,0,1,33.0,19.0,0.0,12.14,1,40,0,44.5
Yagoua,330,3,silty,2017-01-13,0,1,33.0,19.0,0.0,14.78,1,41,0,44.5
Yagoua,330,3,silty,2017-01-12,0,1,33.0,19.0,0.0,14.78,1,41,0,44.5
Yagoua,330,3,silty,2017-01-11,0,1,33.0,19.0,0.0,14.78,1,42,0,44.5
Yagoua,330,3,silty,2017-01-10,0,1,33.0,19.0,0.0,14.78,1,43,0,44.5
Yagoua,330,3,silty,2017-01-09,0,1,33.0,19.0,0.0,14.78,1,44,0,44.5
Yagoua,330,3,silty,2017-01-08,0,1,33.0,19.0,0.0,14.78,1,44,0,44.5
Yagoua,330,3,silty,2017-01-07,0,1,33.0,19.0,0.0,14.78,1,45,0,46.0
Yagoua,330,3,silty,2017-01-06,0,1,33.0,19.0,0.0,14.78,1,46,0,46.0
Yagoua,330,3,silty,2017-01-05,0,1,33.0,19.0,0.0,14.78,1,46,0,46.0
Yagoua,330,3,silty,2017-01-04,0,1,33.0,19.0,0.0,17.65,1,47,0,46.0
Yagoua,330,3,silty,2017-01-03,0,1,33.0,19.0,0.0,17.65,1,47,0,46.0
Yagoua,330,3,silty,2017-01-02,0,1,33.0,19.0,0.0,17.65,1,49,0,47.0
Yagoua,330,3,silty,2017-01-01,0,1,33.0,19.0,0.0,17.65,1,50,0,47.0
Yagoua,330,3,silty,2016-12-31,0,1,33.0,19.0,0.0,17.65,1,50,0,47.0
Yagoua,330,3,silty,2016-12-30,0,1,33.0,19.0,0.0,17.65,1,51,0,47.0
Yagoua,330,3,silty,2016-12-29,0,1,33.0,19.0,0.0,17.65,1,51,0,47.0
Yagoua,330,3,silty,2016-12-28,0,1,33.0,19.0,0.0,19.56,1,52,0,49.0
Yagoua,330,3,silty,2016-12-27,0,1,33.0,19.0,0.0,19.56,1,53,0,49.0
Yagoua,330,3,silty,2016-12-26,0,1,33.0,19.0,0.0,19.56,1,53,0,49.0
Yagoua,330,3,silty,2016-12-25,0,1,33.0,19.0,0.0,19.56,1,55,0,51.5
Yagoua,330,3,silty,2016-12-24,0,1,33.0,19.0,0.0,22.22,1,56,0,51.5
Yagoua,330,3,silty,2016-12-23,0,1,33.0,19.0,0.0,22.22,1,57,0,51.5
Yagoua,330,3,silty,2016-12-22,0,1,33.0,20.0,0.0,22.22,1,58,0,51.5
Yagoua,330,3,silty,2016-12-21,0,1,33.0,20.0,0.0,22.22,1,58,0,54.0
Yagoua,330,3,silty,2016-12-20,0,1,33.0,20.0,0.0,22.22,1,58,0,54.0
Yagoua,330,3,silty,2016-12-19,0,1,33.0,20.0,0.0,22.22,1,60,0,54.0
Yagoua,330,3,silty,2016-12-18,0,1,33.0,20.0,0.0,22.22,1,60,0,54.0
Yagoua,330,3,silty,2016-12-17,0,1,33.0,20.0,0.0,24.55,1,61,0,56.0
Yagoua,330,3,silty,2016-12-16,0,1,33.0,20.0,0.0,24.55,1,61,0,56.0
Yagoua,330,3,silty,2016-12-15,0,1,33.0,20.0,0.0,24.55,1,62,0,56.0
Yagoua,330,3,silty,2016-12-14,0,1,33.0,20.0,0.0,24.55,1,62,0,56.0
Yagoua,330,3,silty,2016-12-13,0,1,33.0,20.0,0.0,24.55,1,-999,0,58.0
Yagoua,330,3,silty,2016-12-12,0,1,33.0,20.0,0.0,24.55,1,-999,0,58.0
Yagoua,330,3,silty,2016-12-11,0,1,33.0,20.0,0.0,24.55,1,-999,0,58.0
Yagoua,330,3,silty,2016-12-10,0,1,33.0,20.0,0.0,26.31,1,-999,0,58.0
Yagoua,330,3,silty,2016-12-09,0,1,33.0,20.0,0.0,26.31,1,-999,0,59.0
Yagoua,330,3,silty,2016-12-08,0,1,33.0,20.0,0.0,26.31,1,-999,0,59.0
Yagoua,330,3,silty,2016-12-07,0,1,33.0,20.0,0.0,26.31,1,-999,0,59.0
Yagoua,330,3,silty,2016-12-06,0,1,33.0,20.0,0.0,26.31,1,-999,0,59.0
Yagoua,330,3,silty,2016-12-05,0,1,33.0,20.0,0.0,26.31,1,-999,0,59.0
Yagoua,330,3,silty,2016-12-04,0,1,33.0,20.0,0.0,28.12,1,76,0,59.0
Yagoua,330,3,silty,2016-12-03,0,1,33.0,20.0,0.0,31.12,1,77,0,61.0
Yagoua,330,3,silty,2016-12-02,0,1,33.0,20.0,0.0,31.12,1,79,0,61.0
Yagoua,330,3,silty,2016-12-01,0,1,36.0,20.0,0.0,31.12,1,80,0,61.0
Yagoua,330,3,silty,2016-11-30,0,1,36.0,20.0,0.0,31.12,1,83,0,61.0
Yagoua,330,3,silty,2016-11-29,0,1,36.0,20.0,0.0,31.12,1,84,0,61.0
Yagoua,330,3,silty,2016-11-28,0,1,36.0,20.0,0.0,34.12,1,84,0,61.0
Yagoua,330,3,silty,2016-11-27,0,1,36.0,23.0,0.0,34.12,1,86,0,61.0
Yagoua,330,3,silty,2016-11-26,0,1,36.0,23.0,0.0,34.12,1,87,0,61.0
Yagoua,330,3,silty,2016-11-25,0,1,36.0,23.0,0.0,36.09,1,89,0,63.5
Yagoua,330,3,silty,2016-11-24,0,1,36.0,23.0,0.0,36.09,1,89,0,63.5
Yagoua,330,3,silty,2016-11-23,0,1,36.0,23.0,0.0,36.09,1,90,0,63.5
Yagoua,330,3,silty,2016-11-22,0,1,36.0,23.0,0.0,36.09,1,92,0,63.5
Yagoua,330,3,silty,2016-11-21,0,0,36.0,23.0,0.0,41.67,1,94,0,63.5
Yagoua,330,3,silty,2016-11-20,0,0,36.0,23.0,0.0,41.67,1,95,0,63.5
Yagoua,330,3,silty,2016-11-19,0,0,36.0,23.0,0.0,41.67,1,97,0,63.5
Yagoua,330,3,silty,2016-11-18,0,0,36.0,23.0,0.0,41.67,1,98,0,65.0
Yagoua,330,3,silty,2016-11-17,0,0,36.0,23.0,0.0,41.67,1,102,0,65.0
Yagoua,330,3,silty,2016-11-16,0,0,36.0,23.0,0.0,45.77,1,104,0,65.0
Yagoua,330,3,silty,2016-11-15,0,0,36.0,23.0,0.0,45.77,1,105,0,65.0
Yagoua,330,3,silty,2016-11-14,0,0,36.0,23.0,0.0,45.77,1,107,0,65.0
Yagoua,330,3,silty,2016-11-13,0,0,36.0,23.0,0.0,45.77,1,112,0,67.0
Yagoua,330,3,silty,2016-11-12,0,0,36.0,23.0,0.0,45.77,1,115,0,67.0
Yagoua,330,3,silty,2016-11-11,0,0,36.0,23.0,0.0,34.42,1,119,0,67.0
Yagoua,330,3,silty,2016-11-10,0,0,36.0,23.0,0.0,49.42,0,122,0,67.0
Yagoua,330,3,silty,2016-11-09,0,0,36.0,23.0,0.0,49.42,0,126,0,67.0
Yagoua,330,3,silty,2016-11-08,0,0,36.0,23.0,0.0,49.42,0,129,0,67.0
Yagoua,330,3,silty,2016-11-07,0,0,36.0,23.0,0.0,49.42,0,133,0,68.0
Yagoua,330,3,silty,2016-11-06,0,0,36.0,23.0,0.0,49.42,0,137,0,68.0
Yagoua,330,3,silty,2016-11-05,0,0,36.0,23.0,0.0,49.42,0,139,0,68.0
Yagoua,330,3,silty,2016-11-04,0,0,36.0,23.0,0.0,53.42,0,142,0,68.0
Yagoua,330,3,silty,2016-11-03,0,0,36.0,23.0,0.0,53.42,0,146,0,68.0
Yagoua,330,3,silty,2016-11-02,0,0,36.0,23.0,0.0,53.42,0,152,0,69.0
Yagoua,330,3,silty,2016-11-01,0,0,36.0,23.0,0.0,56.35,0,158,0,69.0
Yagoua,330,3,silty,2016-10-31,0,0,36.0,23.0,0.0,56.35,0,162,0,69.0
Yagoua,330,3,silty,2016-10-30,0,0,36.0,23.0,0.0,56.35,0,170,0,69.0
Yagoua,330,3,silty,2016-10-29,0,0,36.0,23.0,0.0,56.35,0,176,0,69.0
Yagoua,330,3,silty,2016-10-28,0,0,36.0,23.0,0.0,58.87,0,185,0,69.0
Yagoua,330,3,silty,2016-10-27,0,0,36.0,24.0,0.0,58.87,0,196,0,70.0
Yagoua,330,3,silty,2016-10-26,0,0,35.0,24.0,0.0,58.87,0,202,0,70.0
Yagoua,330,3,silty,2016-10-25,0,0,35.0,24.0,0.0,58.87,0,209,0,70.0
Yagoua,330,3,silty,2016-10-24,0,0,35.0,24.0,0.0,61.47,0,221,0,70.0
Yagoua,330,3,silty,2016-10-23,0,0,35.0,24.0,0.0,61.47,0,239,0,72.0
Yagoua,330,3,silty,2016-10-22,0,0,35.0,24.0,0.0,61.47,0,256,0,75.0
Yagoua,330,3,silty,2016-10-21,0,0,35.0,24.0,0.0,63.54,0,267,0,76.0
Yagoua,330,3,silty,2016-10-20,0,0,35.0,24.0,0.0,63.54,0,272,0,76.0
Yagoua,330,3,silty,2016-10-19,0,0,35.0,24.0,0.0,63.54,0,277,0,76.0
Yagoua,330,3,silty,2016-10-18,0,0,35.0,24.0,0.0,63.54,0,305,0,76.0
Yagoua,330,3,silty,2016-10-17,0,0,35.0,24.0,0.0,65.65,0,299,0,77.0
Yagoua,330,3,silty,2016-10-16,0,0,35.0,24.0,0.0,65.65,0,277,0,77.5
Yagoua,330,3,silty,2016-10-15,0,0,35.0,24.0,0.0,65.65,0,272,0,77.5
Yagoua,330,3,silty,2016-10-14,0,0,35.0,24.0,0.0,65.65,0,262,0,77.5
Yagoua,330,3,silty,2016-10-13,0,0,35.0,24.0,0.0,68.77,0,244,0,77.5
Yagoua,330,3,silty,2016-10-12,0,0,35.0,24.0,0.0,68.77,0,244,0,78.0
Yagoua,330,3,silty,2016-10-11,0,0,35.0,24.0,0.0,68.77,0,259,0,78.0
Yagoua,330,3,silty,2016-10-10,0,0,35.0,24.0,0.0,68.77,0,267,0,78.0
Yagoua,330,3,silty,2016-10-09,0,0,35.0,24.0,0.0,70.89,0,269,0,78.0
Yagoua,330,3,silty,2016-10-08,0,0,35.0,24.0,0.0,70.89,0,272,0,78.0
Yagoua,330,3,silty,2016-10-07,0,0,35.0,24.0,0.0,70.89,0,277,0,78.5
Yagoua,330,3,silty,2016-10-06,0,0,35.0,24.0,0.0,70.89,0,311,0,78.5
Yagoua,330,3,silty,2016-10-05,0,0,35.0,24.0,0.0,70.89,0,325,0,78.5
Yagoua,330,3,silty,2016-10-04,0,0,35.0,24.0,0.0,73.0,0,299,0,78.5
Yagoua,330,3,silty,2016-10-03,0,0,35.0,24.0,0.0,73.0,0,232,0,78.5
Yagoua,330,3,silty,2016-10-02,1,0,35.0,23.8,0.0,73.0,0,223,0,78.5
Yagoua,330,3,silty,2016-10-01,1,0,35.0,23.6,3.2,75.41,0,235,0,79.0
Yagoua,330,3,silty,2016-09-30,1,0,35.0,23.4,2.1,75.41,0,239,0,79.0
Yagoua,330,3,silty,2016-09-29,1,0,35.0,23.4,1.98,75.41,0,244,0,79.0
Yagoua,330,3,silty,2016-09-28,1,0,32.7,23.4,0.0,76.22,0,254,0,79.0
Yagoua,330,3,silty,2016-09-27,1,0,32.5,23.4,0.0,76.22,0,274,0,80.5
Yagoua,330,3,silty,2016-09-26,1,0,32.4,23.1,0.0,76.22,0,277,0,80.5
Yagoua,330,3,silty,2016-09-25,1,0,32.0,23.1,0.0,78.34,0,305,0,80.5
Yagoua,330,3,silty,2016-09-24,1,0,32.0,23.1,5.43,79.68,0,314,0,80.5
Yagoua,330,3,silty,2016-09-23,1,0,32.0,23.1,4.66,80.43,0,328,0,80.5
Yagoua,330,3,silty,2016-09-22,1,0,32.1,23.1,5.78,80.43,0,322,0,80.5
Yagoua,330,3,silty,2016-09-21,1,0,32.0,23.1,5.78,81.32,0,322,0,82.0
Yagoua,330,3,silty,2016-09-20,1,0,32.0,23.1,5.78,82.07,0,343,0,82.0
Yagoua,330,3,silty,2016-09-19,1,0,32.0,23.1,5.78,82.07,0,370,0,82.0
Yagoua,330,3,silty,2016-09-18,1,0,32.0,23.4,1.54,82.07,0,392,0,82.0
Yagoua,330,3,silty,2016-09-17,1,0,32.0,23.4,2.467,82.64,0,408,0,82.0
Yagoua,330,3,silty,2016-09-16,1,0,32.0,23.4,0.0,82.64,0,418,0,82.0
Yagoua,330,3,silty,2016-09-15,1,0,31.5,23.4,0.0,82.64,0,434,0,82.0
Yagoua,330,3,silty,2016-09-14,1,0,31.5,23.4,9.8,82.64,0,464,0,82.0
Yagoua,330,3,silty,2016-09-13,1,0,31.5,23.4,7.8,82.64,0,489,0,84.0
Yagoua,330,3,silty,2016-09-12,1,0,31.5,23.5,8.3,83.112,0,489,0,84.0
Yagoua,330,3,silty,2016-09-11,1,0,32.5,23.4,8.54,83.112,0,464,0,84.0
Yagoua,330,3,silty,2016-09-10,1,0,32.7,23.4,6.76,83.112,0,411,0,84.0
Yagoua,330,3,silty,2016-09-09,1,0,32.7,23.4,11.33,83.112,0,340,0,84.0
Yagoua,330,3,silty,2016-09-08,1,0,32.7,23.4,11.52,83.112,0,235,0,84.0
Yagoua,330,3,silty,2016-09-07,1,0,32.7,23.6,7.32,83.112,0,228,0,86.0
Yagoua,330,3,silty,2016-09-06,1,0,32.7,23.4,0.0,84.61,0,223,0,87.0
Yagoua,330,3,silty,2016-09-05,1,0,32.9,23.4,0.0,84.61,0,225,0,89.0
Yagoua,330,3,silty,2016-09-04,1,0,32.4,23.7,8.45,84.61,0,214,0,90.0
Yagoua,330,3,silty,2016-09-03,1,0,32.4,23.4,5.34,84.61,0,216,0,92.0
Yagoua,330,3,silty,2016-09-02,1,0,32.4,23.7,4.76,84.61,0,228,0,92.0
Yagoua,330,3,silty,2016-09-01,1,0,32.1,23.0,8.67,84.61,0,242,0,94.0
Yagoua,330,3,silty,2016-08-31,1,0,32.8,23.0,8.67,84.61,0,272,0,97.0
Yagoua,330,3,silty,2016-08-30,1,0,32.8,23.0,8.67,84.61,0,272,0,97.0
Yagoua,330,3,silty,2016-08-29,1,0,32.8,23.0,7.99,84.61,0,299,0,97.0
Yagoua,330,3,silty,2016-08-28,1,0,30.0,23.0,9.313,84.61,0,302,0,97.0
Yagoua,330,3,silty,2016-08-27,1,0,29.0,23.0,11.52,84.61,0,294,0,97.0
Yagoua,330,3,silty,2016-08-26,1,0,31.0,23.0,11.52,84.61,0,277,0,97.0
Yagoua,330,3,silty,2016-08-25,1,0,30.0,23.0,11.52,84.61,0,331,0,97.0
Yagoua,330,3,silty,2016-08-24,1,0,30.0,23.0,11.52,85.32,0,340,0,97.0
Yagoua,330,3,silty,2016-08-23,1,0,30.0,23.0,11.52,85.54,0,294,0,97.0
Yagoua,330,3,silty,2016-08-22,1,0,30.0,23.0,6.31,86.22,0,305,0,97.0
Yagoua,330,3,silty,2016-08-21,1,0,30.0,23.0,6.24,86.31,0,340,0,97.0
Yagoua,330,3,silty,2016-08-20,1,0,30.0,23.0,5.88,86.34,0,352,0,97.0
Yagoua,330,3,silty,2016-08-19,1,0,30.0,23.0,9.88,86.55,0,395,0,97.0
Yagoua,330,3,silty,2016-08-18,1,0,30.0,23.0,10.33,85.66,0,408,0,97.0
Yagoua,330,3,silty,2016-08-17,1,0,30.0,23.0,10.21,85.66,0,441,0,97.0
Yagoua,330,3,silty,2016-08-16,1,0,30.0,23.0,6.32,86.66,0,485,0,97.0
Yagoua,330,3,silty,2016-08-15,1,0,30.0,23.0,0.0,86.66,0,478,0,97.0
Yagoua,330,3,silty,2016-08-14,1,0,30.0,23.0,11.21,86.66,0,444,0,97.0
Yagoua,330,3,silty,2016-08-13,1,0,30.0,23.0,8.36,86.66,0,434,0,97.5
Yagoua,330,3,silty,2016-08-12,1,0,30.0,23.0,8.36,86.66,0,414,0,97.5
Yagoua,330,3,silty,2016-08-11,1,0,30.0,23.0,8.36,86.66,0,401,0,97.5
Yagoua,330,3,silty,2016-08-10,1,0,30.0,23.0,0.0,86.66,0,385,0,97.5
Yagoua,330,3,silty,2016-08-09,1,0,30.0,23.0,11.32,86.66,0,373,0,97.5
Yagoua,330,3,silty,2016-08-08,1,0,30.0,23.0,4.32,86.66,0,358,0,97.5
Yagoua,330,3,silty,2016-08-07,1,0,30.0,23.0,7.32,86.66,0,346,0,97.5
Yagoua,330,3,silty,2016-08-06,1,0,30.0,23.0,7.32,86.66,0,343,0,97.5
Yagoua,330,3,silty,2016-08-05,1,0,30.0,23.0,6.67,86.66,0,340,0,97.5
Yagoua,330,3,silty,2016-08-04,1,0,30.0,23.0,6.45,86.66,0,331,0,96.0
Yagoua,330,3,silty,2016-08-03,1,0,32.0,23.0,7.77,86.66,0,277,0,96.0
Yagoua,330,3,silty,2016-08-02,1,0,31.0,23.0,0.0,86.66,0,235,0,96.0
Yagoua,330,3,silty,2016-08-01,1,0,33.0,23.0,0.0,86.66,0,223,0,92.0
Yagoua,330,3,silty,2016-07-31,1,0,34.0,23.0,4.32,86.66,0,223,0,92.0
Yagoua,330,3,silty,2016-07-30,1,0,34.0,24.0,9.89,86.66,0,225,0,92.0
Yagoua,330,3,silty,2016-07-29,1,0,32.0,24.0,9.33,86.66,0,225,0,88.0
Yagoua,330,3,silty,2016-07-28,1,0,31.0,24.0,5.23,86.66,0,228,0,88.0
Yagoua,330,3,silty,2016-07-27,1,0,33.0,24.0,0.0,86.66,0,228,0,88.0
Yagoua,330,3,silty,2016-07-26,1,0,33.0,24.0,0.0,86.66,0,232,0,88.0
Yagoua,330,3,silty,2016-07-25,1,0,33.0,24.0,7.77,86.22,0,232,0,87.0
Yagoua,330,3,silty,2016-07-24,0,0,33.0,24.0,7.65,86.22,0,239,0,86.0
Yagoua,330,3,silty,2016-07-23,0,0,33.0,24.0,10.34,86.22,0,232,0,85.0
Yagoua,330,3,silty,2016-07-22,0,0,33.0,24.0,11.21,86.22,0,228,0,85.0
Yagoua,330,3,silty,2016-07-21,0,0,33.0,24.0,5.23,86.22,0,223,0,85.0
Yagoua,330,3,silty,2016-07-20,0,0,33.0,24.0,0.0,86.22,0,216,0,85.0
Yagoua,330,3,silty,2016-07-19,0,0,33.0,24.0,7.45,86.22,0,202,0,83.5
Yagoua,330,3,silty,2016-07-18,0,0,33.0,24.0,7.45,86.22,0,172,0,83.5
Yagoua,330,3,silty,2016-07-17,0,0,33.0,24.0,7.45,86.22,0,142,0,80.0
Yagoua,330,3,silty,2016-07-16,0,0,33.0,24.0,0.0,84.334,0,141,0,79.0
Yagoua,330,3,silty,2016-07-15,0,0,33.0,24.0,7.45,84.334,0,137,0,78.0
Yagoua,330,3,silty,2016-07-14,0,0,33.0,24.0,8.43,84.334,0,133,0,77.0
Yagoua,330,3,silty,2016-07-13,0,0,33.0,24.0,8.32,84.334,0,128,0,77.0
Yagoua,330,3,silty,2016-07-12,0,0,33.0,24.0,0.0,84.334,0,121,0,76.0
Yagoua,330,3,silty,2016-07-11,0,0,33.0,24.0,8.32,84.334,0,117,0,76.0
Yagoua,330,3,silty,2016-07-10,0,0,33.0,24.0,8.32,84.334,0,112,0,76.0
Yagoua,330,3,silty,2016-07-09,0,0,33.0,24.0,6.7,84.334,0,107,0,76.0
Yagoua,330,3,silty,2016-07-08,0,0,33.0,24.0,6.02,84.334,0,104,0,76.0
Yagoua,330,3,silty,2016-07-07,0,0,33.0,24.0,6.078,84.334,0,98,0,74.0
Yagoua,330,3,silty,2016-07-06,0,0,33.0,24.0,8.54,82.334,0,95,0,73.0
Yagoua,330,3,silty,2016-07-05,0,0,33.0,24.0,1.67,79.134,0,90,0,73.0
Yagoua,330,3,silty,2016-07-04,0,0,33.0,24.0,5.98,78.01,0,87,0,73.0
Yagoua,330,3,silty,2016-07-03,0,0,33.0,24.0,0.0,78.01,0,84,0,73.0
Yagoua,330,3,silty,2016-07-02,0,0,33.0,24.0,11.28,78.01,0,81,0,71.0
Yagoua,330,3,silty,2016-07-01,0,0,33.0,24.0,9.28,78.01,0,80,0,70.0
Yagoua,330,3,silty,2016-06-30,0,0,34.0,26.0,3.11,74.64,0,79,0,69.0
Yagoua,330,3,silty,2016-06-29,0,0,34.0,26.0,0.0,74.64,0,77,0,67.5
Yagoua,330,3,silty,2016-06-28,0,0,35.5,26.0,4.99,74.64,0,79,0,67.5
Yagoua,330,3,silty,2016-06-27,0,0,36.0,26.0,0.0,74.64,0,-999,0,67.5
Yagoua,330,3,silty,2016-06-26,0,0,35.0,26.0,6.34,74.64,0,-999,0,67.5
Yagoua,330,3,silty,2016-06-25,0,0,34.0,26.0,6.34,74.64,0,-999,0,65.0
Yagoua,330,3,silty,2016-06-24,0,0,36.0,26.0,6.34,74.64,0,-999,0,63.5
Yagoua,330,3,silty,2016-06-23,0,0,36.5,26.0,6.34,72.22,0,-999,0,63.5
Yagoua,330,3,silty,2016-06-22,0,0,36.5,26.0,0.0,72.22,0,-999,0,63.5
Yagoua,330,3,silty,2016-06-21,0,0,36.5,26.0,0.0,72.22,0,76,0,62.0
Yagoua,330,3,silty,2016-06-20,0,0,36.5,26.0,4.32,72.22,0,76,0,62.0
Yagoua,330,3,silty,2016-06-19,0,0,36.5,26.0,6.78,72.22,0,74,0,62.0
Yagoua,330,3,silty,2016-06-18,0,0,36.5,26.0,5.56,72.22,0,74,0,62.0
Yagoua,330,3,silty,2016-06-17,0,0,36.5,26.0,5.43,69.01,0,76,0,62.0
Yagoua,330,3,silty,2016-06-16,0,0,36.5,26.0,5.76,69.01,0,-999,0,61.0
Yagoua,330,3,silty,2016-06-15,0,0,36.5,26.0,5.76,69.01,0,-999,0,61.0
Yagoua,330,3,silty,2016-06-14,0,0,36.5,26.0,0.0,69.01,0,-999,0,61.0
Yagoua,330,3,silty,2016-06-13,0,0,36.5,26.0,0.0,62.23,0,-999,0,61.0
Yagoua,330,3,silty,2016-06-12,0,0,36.5,26.0,5.76,62.23,0,-999,0,59.5
Yagoua,330,3,silty,2016-06-11,0,0,36.5,26.0,5.76,62.23,0,76,0,59.5
Yagoua,330,3,silty,2016-06-10,0,0,36.5,26.0,5.76,56.43,0,76,0,59.5
Yagoua,330,3,silty,2016-06-09,0,0,36.5,26.0,0.0,56.43,0,76,0,59.5
Yagoua,330,3,silty,2016-06-08,0,0,36.5,26.0,4.65,56.43,0,76,0,59.0
Yagoua,330,3,silty,2016-06-07,0,0,36.5,26.0,7.45,56.43,0,76,0,58.0
Yagoua,330,3,silty,2016-06-06,0,0,36.5,26.0,7.23,56.43,0,74,0,58.0
Yagoua,330,3,silty,2016-06-05,0,0,38.5,26.0,3.11,51.45,0,74,0,58.0
Yagoua,330,3,silty,2016-06-04,0,0,36.5,29.0,0.0,51.45,0,74,0,58.0
Yagoua,330,3,silty,2016-06-03,0,0,36.5,29.0,0.0,51.45,0,74,0,58.0
Yagoua,330,3,silty,2016-06-02,0,0,36.5,29.0,2.56,51.45,1,74,0,56.0
Yagoua,330,3,silty,2016-06-01,0,0,36.5,29.0,0.0,51.45,1,73,0,56.0
Yagoua,330,3,silty,2016-05-31,0,0,36.5,29.0,0.0,51.45,1,73,0,56.0
Yagoua,330,3,silty,2016-05-30,0,0,38.5,29.0,0.0,47.88,1,73,0,54.0
Yagoua,330,3,silty,2016-05-29,0,0,38.5,29.0,0.0,47.88,1,73,0,53.0
Yagoua,330,3,silty,2016-05-28,0,0,38.5,29.0,6.21,47.88,1,73,0,53.5
Yagoua,330,3,silty,2016-05-27,0,0,39.0,29.0,6.33,47.88,1,73,0,53.5
Yagoua,330,3,silty,2016-05-26,0,0,39.0,29.0,0.0,47.88,1,73,0,53.5
Yagoua,330,3,silty,2016-05-25,0,0,39.0,29.0,5.44,43.23,0,71,0,52.0
Yagoua,330,3,silty,2016-05-24,0,0,39.0,29.0,0.0,43.23,1,71,0,51.0
Yagoua,330,3,silty,2016-05-23,0,0,39.0,29.0,0.0,43.23,1,71,0,50.0
Yagoua,330,3,silty,2016-05-22,0,0,39.0,29.0,0.0,43.23,1,71,0,50.0
Yagoua,330,3,silty,2016-05-21,0,0,39.0,29.0,0.0,35.55,1,71,0,50.0
Yagoua,330,3,silty,2016-05-20,0,0,39.0,29.0,0.0,33.43,1,70,0,50.0
Yagoua,330,3,silty,2016-05-19,0,0,39.0,29.0,0.0,29.02,1,70,0,49.0
Yagoua,330,3,silty,2016-05-18,0,0,39.0,29.0,0.0,29.02,0,70,0,48.0
Yagoua,330,3,silty,2016-05-17,0,0,39.0,29.0,0.0,26.55,0,73,0,46.0
Yagoua,330,3,silty,2016-05-16,0,0,39.0,29.0,0.0,26.55,1,73,0,45.5
Yagoua,330,3,silty,2016-05-15,0,0,39.0,29.0,0.0,24.33,1,73,0,45.5
Yagoua,330,3,silty,2016-05-14,0,0,39.0,29.0,0.0,21.76,1,74,0,43.0
Yagoua,330,3,silty,2016-05-13,0,0,39.0,29.0,0.0,18.44,1,73,0,41.0
Yagoua,330,3,silty,2016-05-12,0,0,39.0,29.0,0.0,18.44,1,73,0,39.0
Yagoua,330,3,silty,2016-05-11,0,0,39.0,29.0,0.0,18.44,1,73,0,38.5
Yagoua,330,3,silty,2016-05-10,0,0,39.0,29.0,0.0,18.44,1,74,0,38.5
Yagoua,330,3,silty,2016-05-09,0,0,39.0,29.0,0.0,18.44,1,76,0,38.5
Yagoua,330,3,silty,2016-05-08,0,0,39.0,29.0,0.0,18.44,0,76,0,37.0
Yagoua,330,3,silty,2016-05-07,0,0,39.0,29.0,0.0,18.44,0,76,0,37.0
Yagoua,330,3,silty,2016-05-06,0,0,39.0,28.0,0.0,15.38,0,74,0,37.0
Yagoua,330,3,silty,2016-05-05,0,0,39.0,28.0,0.0,14.22,0,74,0,36.0
Yagoua,330,3,silty,2016-05-04,0,0,39.0,28.0,0.0,8.88,1,73,0,35.0
Yagoua,330,3,silty,2016-05-03,0,0,39.0,28.0,0.0,8.88,1,73,0,34.0
Yagoua,330,3,silty,2016-05-02,0,0,39.0,28.0,0.0,8.88,1,73,0,34.0
Yagoua,330,3,silty,2016-05-01,0,0,39.0,28.0,0.0,8.88,1,71,0,32.5
Yagoua,330,3,silty,2016-04-30,0,0,41.0,28.0,0.0,8.88,1,70,0,30.0
Yagoua,330,3,silty,2016-04-29,0,0,41.0,28.0,0.0,8.88,1,69,0,30.0
Yagoua,330,3,silty,2016-04-28,0,0,41.0,28.0,0.0,8.88,1,66,0,30.0
Yagoua,330,3,silty,2016-04-27,0,0,41.0,28.0,0.0,8.88,1,65,0,30.0
Yagoua,330,3,silty,2016-04-26,0,0,41.0,28.0,0.0,8.88,1,61,0,30.0
Yagoua,330,3,silty,2016-04-25,0,0,41.0,28.0,0.0,8.88,1,57,0,30.0
